1,1.9750294280885035
2,1.9603036947004397
3,1.9510106946563257
4,1.943660347724318
5,1.9363098171012898
6,1.9295842713393918
7,1.92504607563121
8,1.9200139453551037
9,1.9154683364907523
10,1.9107535503373159
11,1.9071988713773462
12,1.903747781305014
13,1.899480916563067
14,1.897025417152145
15,1.8941130290912473
16,1.8917860671207767
17,1.888501191537233
18,1.885439275942326
19,1.8817834457907119
20,1.8794007994514228
21,1.8773837488524556
22,1.8753193935649655
23,1.8721622236204816
24,1.869609822788564
25,1.8684241345854966
26,1.8651348786859452
27,1.8639499169274338
28,1.8605567317959841
29,1.8585990134436416
30,1.857597717939037
31,1.8546191838766326
32,1.8527634306773637
33,1.851076124491268
34,1.849714992311029
35,1.8480508656073855
36,1.8448554336764411
37,1.8445177013485308
38,1.8395171036007172
39,1.8399374979783356
40,1.836939400494695
41,1.8361969801258395
42,1.8342335124199773
43,1.8311856706284246
44,1.8304696277145651
45,1.8286013850238236
46,1.8262894437812582
47,1.825150056984057
48,1.8224358031854555
49,1.8204289615810338
50,1.81881782164017
51,1.8172100823314175
52,1.8148802062030096
53,1.8125631438120426
54,1.811636008627362
55,1.8098888385164709
56,1.8074713146776575
57,1.8058624532077854
58,1.8045563176012336
59,1.8031182962756107
60,1.801668355232984
61,1.800753265434779
62,1.7986771332549867
63,1.7982200490244196
64,1.793520353089797
